session_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration_sec,command_sequence,device_fingerprint,failed_auth_attempts,label,anomaly_type,_geo_km_per_hr
691a36d3c084,dev_09c9cb1b,edge_device,2026-06-10 11:56:43.105168,86.162.214.41,Delhi_IN,"resource_095,resource_021",certificate,262,"read,delete,exec,delete,delete,delete",fw1.8-5e0b0e,0,normal,none,
15f0773cb3d6,dev_ab5f9888,edge_device,2026-06-10 11:58:04.842288,198.73.120.174,Frankfurt_DE,resource_048,certificate,435,"config_change,read,write,download,download",fw2.1-0f40d7,0,normal,none,
64a097d2db21,svc_8e47b6dc,service_account,2026-06-10 11:58:28.266859,223.91.154.87,Moscow_RU,"resource_034,resource_086",certificate,406,"exec,config_change,download,download,upload,delete",svc-node-59419d,0,normal,none,
45c72f98cb13,dev_1428c6b5,edge_device,2026-06-10 12:01:39.804459,220.106.38.174,Sydney_AU,resource_084,token,295,"write,upload,list",fw1.8-52b13f,0,normal,none,
435da512a0b9,dev_52556f96,edge_device,2026-06-10 12:02:37.868016,214.140.44.145,Bangalore_IN,"resource_107,resource_036",token,295,"delete,delete,write,upload,download",fw2.1-973cb5,0,normal,none,
f588cee49afe,dev_09c9cb1b,edge_device,2026-06-10 12:03:34.187594,165.251.236.124,Delhi_IN,resource_021,certificate,266,"delete,config_change,list",fw1.8-5e0b0e,0,normal,none,
ce8f6e547e9f,svc_c0fa647c,service_account,2026-06-10 12:04:55.075514,137.113.25.197,Mumbai_IN,resource_077,certificate,274,"exec,config_change,exec,exec,download",svc-node-532e46,0,normal,none,
e932c4ec05b6,user_8726aaaf,user,2026-06-10 12:06:34.409498,172.15.134.133,Sydney_AU,"resource_116,resource_028,resource_022,resource_062",password,210,"config_change,exec,write,read,list,list",Win11-7186d0,0,normal,none,
9b475fec5f83,dev_a5ce7ffe,edge_device,2026-06-10 12:06:47.866031,78.45.162.133,Frankfurt_DE,resource_110,certificate,384,"config_change,config_change",fw3.0-adc829,0,normal,none,
656ef517b028,dev_1428c6b5,edge_device,2026-06-10 12:07:44.541679,81.183.65.39,Sydney_AU,resource_084,token,456,"upload,write,delete,delete",fw1.8-52b13f,0,normal,none,
a99858e8a855,dev_52556f96,edge_device,2026-06-10 12:09:23.267709,127.116.140.33,Bangalore_IN,resource_107,token,470,"config_change,upload,write,upload,exec",fw2.1-973cb5,0,normal,none,
3c2931e9726f,user_54489d7e,user,2026-06-10 12:14:24.483778,142.133.241.168,Mumbai_IN,"resource_085,resource_091,resource_080,resource_038",token,405,"list,write,upload",macOS14-4182c6,0,normal,none,
92baa6d08180,dev_a5ce7ffe,edge_device,2026-06-10 12:15:32.775655,147.57.121.12,Frankfurt_DE,"resource_110,resource_034,resource_065",certificate,129,"exec,list,list,config_change,list,delete",fw3.0-adc829,0,normal,none,
3bd96adb3183,dev_a5ce7ffe,edge_device,2026-06-10 12:19:48.562915,112.206.174.144,Frankfurt_DE,resource_034,certificate,401,"list,delete,upload,delete,download,config_change",fw3.0-adc829,0,normal,none,
0bbd49bbc675,svc_8e47b6dc,service_account,2026-06-10 12:20:58.711521,179.94.179.104,Moscow_RU,"resource_086,resource_027,resource_034,resource_120",certificate,340,"delete,upload,read,write,read,delete",svc-node-59419d,0,normal,none,
364da0b10142,dev_09c9cb1b,edge_device,2026-06-10 12:23:56.864246,155.182.207.139,Delhi_IN,resource_095,certificate,437,"upload,upload,upload,download",fw1.8-5e0b0e,0,normal,none,
5322b345e234,dev_a5ce7ffe,edge_device,2026-06-10 12:24:45.150520,6.186.235.232,Frankfurt_DE,resource_034,certificate,335,"exec,read,config_change,read,config_change",fw3.0-adc829,0,normal,none,
33556f85f9b1,dev_09c9cb1b,edge_device,2026-06-10 12:25:40.775376,31.138.190.175,Delhi_IN,"resource_095,resource_021",certificate,80,"read,delete,upload",fw1.8-5e0b0e,0,normal,none,
20dd0ad866f5,svc_557cd228,service_account,2026-06-10 12:28:59.627218,17.191.224.234,London_UK,resource_039,certificate,376,"exec,read",svc-node-413ba0,0,normal,none,
8bd1de4dd804,dev_a5ce7ffe,edge_device,2026-06-10 12:29:32.781719,123.208.51.115,Frankfurt_DE,resource_110,certificate,249,"exec,config_change,write,exec,delete",fw3.0-adc829,0,normal,none,
305241664b97,svc_8e47b6dc,service_account,2026-06-10 12:33:42.177047,87.172.46.142,Moscow_RU,resource_027,certificate,315,"exec,download,upload,write",svc-node-59419d,0,normal,none,
7ab22e5d228b,svc_8e47b6dc,service_account,2026-06-10 12:35:25.088481,81.24.182.163,Moscow_RU,"resource_120,resource_086,resource_034,resource_027",certificate,334,"write,read,write",svc-node-59419d,0,normal,none,
a66c85a8118f,svc_2f8c9b0e,service_account,2026-06-10 12:35:39.820415,15.220.253.118,London_UK,"resource_077,resource_080",certificate,269,"exec,write",svc-node-6dd36b,0,normal,none,
532e2804a8b1,dev_a5ce7ffe,edge_device,2026-06-10 12:39:24.006578,4.255.121.33,Frankfurt_DE,"resource_110,resource_065,resource_034",certificate,343,"download,exec,upload,list",fw3.0-adc829,0,normal,none,
c61bd8e31840,dev_a5ce7ffe,edge_device,2026-06-10 12:43:24.738299,35.87.9.2,Frankfurt_DE,resource_065,certificate,414,"download,exec,download",fw3.0-adc829,0,normal,none,
3b66de3c6605,dev_1428c6b5,edge_device,2026-06-10 12:46:14.006266,104.223.80.159,Sydney_AU,"resource_068,resource_084,resource_104",token,210,"read,upload,delete,exec,list,download",fw1.8-52b13f,0,normal,none,
e2612d6a707c,svc_2f8c9b0e,service_account,2026-06-10 12:48:06.389253,105.203.253.120,London_UK,"resource_032,resource_075,resource_011",certificate,114,"write,upload,read,read",svc-node-6dd36b,0,normal,none,
507f83f94abd,dev_ab5f9888,edge_device,2026-06-10 12:48:24.107137,146.37.19.249,Frankfurt_DE,resource_048,certificate,304,"write,upload,read,write",fw2.1-0f40d7,0,normal,none,
13eaeab86a6d,svc_c0fa647c,service_account,2026-06-10 13:03:43.005175,203.177.89.132,Mumbai_IN,"resource_077,resource_009",certificate,366,"exec,write,delete,write,upload",svc-node-532e46,0,normal,none,
72ff6ffbefb3,svc_8e47b6dc,service_account,2026-06-10 13:03:45.127093,70.179.64.56,Moscow_RU,"resource_120,resource_027,resource_034,resource_086",certificate,329,"list,config_change,read,config_change,read",svc-node-59419d,0,normal,none,
ab286acf2576,dev_ab5f9888,edge_device,2026-06-10 13:05:51.066705,190.226.165.38,Frankfurt_DE,resource_048,certificate,302,"config_change,write",fw2.1-0f40d7,0,normal,none,
6c61ba0f9355,dev_1428c6b5,edge_device,2026-06-10 13:05:58.280838,3.57.156.165,Sydney_AU,"resource_104,resource_084,resource_068",token,252,"read,config_change",fw1.8-52b13f,0,normal,none,
bfc8373f54f0,dev_1428c6b5,edge_device,2026-06-10 13:08:37.314551,62.136.156.252,Sydney_AU,"resource_068,resource_084,resource_104",token,374,"exec,read,exec,download,download,list",fw1.8-52b13f,0,normal,none,
a796d4490593,svc_c0fa647c,service_account,2026-06-10 13:22:03.883918,178.254.160.92,Mumbai_IN,resource_009,certificate,379,"config_change,config_change,delete,upload,write",svc-node-532e46,0,normal,none,
d51246ab54d8,dev_ab5f9888,edge_device,2026-06-10 13:27:44.872698,166.38.214.227,Frankfurt_DE,resource_048,certificate,160,"read,delete,delete,list,read,config_change",fw2.1-0f40d7,0,normal,none,
b5b30828544c,svc_8e47b6dc,service_account,2026-06-10 13:30:08.641316,147.175.199.185,Moscow_RU,"resource_120,resource_027",certificate,278,"write,write,list,read,download,read",svc-node-59419d,0,normal,none,
8cad30db7df1,svc_c0fa647c,service_account,2026-06-10 13:32:01.427853,40.249.80.211,Mumbai_IN,resource_009,certificate,364,"download,config_change",svc-node-532e46,0,normal,none,
efbe56b90d6f,dev_1428c6b5,edge_device,2026-06-10 13:36:47.187260,32.220.204.64,Sydney_AU,"resource_068,resource_104",token,203,"config_change,write,write",fw1.8-52b13f,0,normal,none,
604931a95120,dev_ab5f9888,edge_device,2026-06-10 13:37:43.815031,37.205.4.31,Frankfurt_DE,resource_048,certificate,285,"list,read,delete,list,upload",fw2.1-0f40d7,0,normal,none,
5f0ea582a82d,dev_1428c6b5,edge_device,2026-06-10 13:42:11.258438,135.105.87.26,Sydney_AU,resource_104,token,458,"delete,write",fw1.8-52b13f,0,normal,none,
88da1735a5b8,svc_8e47b6dc,service_account,2026-06-10 13:46:36.292283,167.237.125.48,Moscow_RU,"resource_086,resource_034,resource_027,resource_120",certificate,145,"exec,download,config_change",svc-node-59419d,0,normal,none,
41a29125dc0c,dev_1428c6b5,edge_device,2026-06-10 13:47:32.479956,53.78.170.191,Sydney_AU,"resource_068,resource_104,resource_084",token,295,"list,exec,read,config_change,download",fw1.8-52b13f,0,normal,none,
9d1d05a27e1d,dev_09c9cb1b,edge_device,2026-06-10 13:51:55.302373,3.200.132.202,Delhi_IN,resource_095,certificate,201,"read,download,upload,config_change,exec",fw1.8-5e0b0e,0,normal,none,
e092bb3ee172,dev_a5ce7ffe,edge_device,2026-06-10 13:56:13.070465,117.171.45.43,Frankfurt_DE,"resource_034,resource_065,resource_110",certificate,299,"read,write,list,download,upload,delete",fw3.0-adc829,0,normal,none,
91b2b18d58b4,dev_09c9cb1b,edge_device,2026-06-10 13:57:34.875102,127.13.248.213,Delhi_IN,"resource_021,resource_095",certificate,376,"write,list,upload",fw1.8-5e0b0e,0,normal,none,
bd9a9c930266,dev_1428c6b5,edge_device,2026-06-10 14:01:35.332144,222.179.140.9,Sydney_AU,"resource_068,resource_084,resource_104",token,262,"delete,config_change,write,read",fw1.8-52b13f,0,normal,none,
bc04ef812451,dev_1428c6b5,edge_device,2026-06-10 14:06:21.563798,176.64.54.235,Sydney_AU,"resource_068,resource_104,resource_084",token,294,"upload,read,read,write,write",fw1.8-52b13f,0,normal,none,
0126139b3908,dev_09c9cb1b,edge_device,2026-06-10 14:08:49.038265,204.189.56.172,Delhi_IN,resource_095,certificate,179,"exec,exec,delete,download",fw1.8-5e0b0e,0,normal,none,
9652d574b792,dev_1428c6b5,edge_device,2026-06-10 14:12:35.631343,163.47.240.111,Sydney_AU,"resource_104,resource_084",token,388,"read,delete,write,read",fw1.8-52b13f,0,normal,none,
fd6770322a52,dev_09c9cb1b,edge_device,2026-06-10 14:19:42.593058,200.236.185.128,Delhi_IN,resource_095,certificate,276,"delete,delete,config_change,write,exec",fw1.8-5e0b0e,0,normal,none,
f34e5d75ef37,svc_8e47b6dc,service_account,2026-06-10 14:19:53.338749,29.169.34.203,Moscow_RU,"resource_086,resource_120,resource_034,resource_027",certificate,323,"read,delete",svc-node-59419d,0,normal,none,
113049aee3db,dev_5db0d72f,edge_device,2026-06-10 14:23:45.137512,60.19.221.228,NewYork_US,resource_113,token,465,"read,upload,exec,list",fw3.0-00192e,0,normal,none,
1dcd4817ec53,dev_ab5f9888,edge_device,2026-06-10 14:23:58.980559,46.3.13.109,Frankfurt_DE,resource_048,certificate,259,"download,upload,download,write,read,write",fw2.1-0f40d7,0,normal,none,
e07d9ae2672e,dev_1428c6b5,edge_device,2026-06-10 14:26:28.205344,179.33.153.142,Sydney_AU,"resource_084,resource_104",token,124,"exec,read",fw1.8-52b13f,0,normal,none,
8f24e4534d6a,svc_c0fa647c,service_account,2026-06-10 14:31:21.137104,89.145.104.106,Mumbai_IN,"resource_077,resource_009",certificate,306,"config_change,list,delete,exec,config_change",svc-node-532e46,0,normal,none,
315f8946218c,dev_ab5f9888,edge_device,2026-06-10 14:38:26.358981,65.127.65.147,Frankfurt_DE,resource_048,certificate,313,"exec,download,read,config_change,config_change",fw2.1-0f40d7,0,normal,none,
915fe910c79f,svc_8e47b6dc,service_account,2026-06-10 14:38:30.979671,132.236.214.13,Moscow_RU,resource_027,certificate,392,"delete,config_change,delete,list,read,write",svc-node-59419d,0,normal,none,
da3f6fc1036e,dev_ab5f9888,edge_device,2026-06-10 14:42:12.820405,8.223.176.178,Frankfurt_DE,resource_048,certificate,152,"read,upload,upload,config_change",fw2.1-0f40d7,0,normal,none,
b014e1f6bcd5,dev_09c9cb1b,edge_device,2026-06-10 14:45:26.804664,193.176.48.168,Delhi_IN,"resource_021,resource_095",certificate,338,"config_change,config_change,exec,upload,delete",fw1.8-5e0b0e,0,normal,none,
0abc9cfe041e,dev_09c9cb1b,edge_device,2026-06-10 14:48:14.768511,192.199.164.143,Delhi_IN,resource_095,certificate,336,"write,write,write",fw1.8-5e0b0e,0,normal,none,
adce3b3f54d9,dev_09c9cb1b,edge_device,2026-06-10 14:48:21.160471,177.230.249.227,Delhi_IN,resource_095,certificate,409,"delete,write,config_change",fw1.8-5e0b0e,0,normal,none,
c2eb16d0c19b,svc_2f8c9b0e,service_account,2026-06-10 14:51:18.787164,52.128.10.88,London_UK,resource_011,certificate,266,"write,config_change,exec,upload,exec",svc-node-6dd36b,0,normal,none,
52b3dee1a6d3,dev_a5ce7ffe,edge_device,2026-06-10 14:55:45.685655,172.250.221.244,Frankfurt_DE,resource_034,certificate,348,"exec,exec,upload,list,write",fw3.0-adc829,0,normal,none,
9a88fa9648a1,dev_1428c6b5,edge_device,2026-06-10 14:56:23.144351,59.153.219.23,Sydney_AU,resource_068,token,229,"exec,write",fw1.8-52b13f,0,normal,none,
6fd1ade20314,svc_2f8c9b0e,service_account,2026-06-10 14:57:01.753662,61.148.15.24,London_UK,"resource_075,resource_011,resource_006",certificate,236,"list,upload",svc-node-6dd36b,0,normal,none,
a611c750d6b3,dev_1428c6b5,edge_device,2026-06-10 14:57:23.764363,205.208.162.204,Sydney_AU,"resource_068,resource_084,resource_104",token,223,"list,upload,exec",fw1.8-52b13f,0,normal,none,
ce35bb32ccb2,svc_8e47b6dc,service_account,2026-06-10 15:00:36.621154,33.189.114.61,Moscow_RU,"resource_120,resource_027,resource_034,resource_086",certificate,347,"write,exec,upload",svc-node-59419d,0,normal,none,
bc6d663da927,dev_ab5f9888,edge_device,2026-06-10 15:03:32.260404,190.98.167.27,Frankfurt_DE,resource_048,certificate,309,"config_change,read,delete,write,upload,list",fw2.1-0f40d7,0,normal,none,
ea8c33b69cb8,dev_1428c6b5,edge_device,2026-06-10 15:09:25.011889,49.27.43.109,Sydney_AU,"resource_104,resource_068,resource_084",token,141,"list,delete,read",fw1.8-52b13f,0,normal,none,
4e4f94c26707,dev_ab5f9888,edge_device,2026-06-10 15:09:28.056265,71.192.156.57,Frankfurt_DE,resource_048,certificate,252,"read,exec",fw2.1-0f40d7,0,normal,none,
3506e499f8df,svc_8e47b6dc,service_account,2026-06-10 15:13:20.745033,40.249.133.199,Moscow_RU,"resource_027,resource_120,resource_086",certificate,226,"exec,write,list,write,exec,write",svc-node-59419d,0,normal,none,
4228f27b74be,dev_ab5f9888,edge_device,2026-06-10 15:14:00.933884,79.222.179.88,Frankfurt_DE,resource_048,certificate,337,"delete,upload",fw2.1-0f40d7,0,normal,none,
5b1b250de17b,svc_8e47b6dc,service_account,2026-06-10 15:14:45.589531,6.79.38.165,Moscow_RU,"resource_034,resource_027,resource_120,resource_086",certificate,243,"config_change,delete,upload,download,write",svc-node-59419d,0,normal,none,
28ea91d81645,dev_09c9cb1b,edge_device,2026-06-10 15:20:13.886546,114.49.119.149,Delhi_IN,"resource_095,resource_021",certificate,259,"list,config_change",fw1.8-5e0b0e,0,normal,none,
5fa663b7e775,dev_09c9cb1b,edge_device,2026-06-10 15:22:13.094397,190.229.106.50,Delhi_IN,resource_021,certificate,234,"read,read,read,read,exec",fw1.8-5e0b0e,0,normal,none,
afcc514918be,dev_1428c6b5,edge_device,2026-06-10 15:23:43.064638,162.96.147.196,Sydney_AU,"resource_104,resource_084,resource_068",token,158,"exec,delete,upload,write,list",fw1.8-52b13f,0,normal,none,
25fff0c8d816,dev_5db0d72f,edge_device,2026-06-10 15:28:10.883477,183.37.126.91,NewYork_US,resource_113,token,267,"read,upload,download,upload,read,upload",fw3.0-00192e,0,normal,none,
efeddbed8866,dev_1428c6b5,edge_device,2026-06-10 15:35:46.604123,42.48.151.131,Sydney_AU,"resource_084,resource_104,resource_068",token,560,"delete,config_change",fw1.8-52b13f,0,normal,none,
e9aea5b4a05e,dev_1428c6b5,edge_device,2026-06-10 15:36:26.428689,208.92.184.64,Sydney_AU,"resource_084,resource_068",token,181,"upload,config_change,write",fw1.8-52b13f,0,normal,none,
776bc955201b,svc_8e47b6dc,service_account,2026-06-10 15:36:48.515419,125.150.84.139,Moscow_RU,"resource_034,resource_027,resource_086",certificate,277,"read,delete,delete,config_change,download",svc-node-59419d,0,normal,none,
9c322a29d72e,dev_1428c6b5,edge_device,2026-06-10 15:42:10.683675,20.253.149.68,Sydney_AU,"resource_104,resource_084",token,277,"exec,config_change,upload,list,config_change,list",fw1.8-52b13f,0,normal,none,
530360de11e3,dev_ab5f9888,edge_device,2026-06-10 15:43:59.701209,145.250.223.168,Frankfurt_DE,resource_048,certificate,359,"config_change,write,list,read",fw2.1-0f40d7,0,normal,none,
4c95d6c24c0e,dev_1428c6b5,edge_device,2026-06-10 15:44:34.145027,223.158.110.195,Sydney_AU,"resource_084,resource_104,resource_068",token,175,"config_change,upload,upload,write,exec",fw1.8-52b13f,0,normal,none,
90128c11d7a9,svc_c0fa647c,service_account,2026-06-10 15:50:39.342173,161.18.195.86,Mumbai_IN,resource_009,certificate,477,"upload,exec,write,delete,exec",svc-node-532e46,0,normal,none,
0cfe24b673dd,dev_1428c6b5,edge_device,2026-06-10 15:52:18.634645,9.188.171.98,Sydney_AU,"resource_104,resource_084",token,362,"exec,config_change,list",fw1.8-52b13f,0,normal,none,
73b8f3b04c1c,dev_a5ce7ffe,edge_device,2026-06-10 15:52:24.172103,42.236.213.7,Frankfurt_DE,"resource_065,resource_034,resource_110",certificate,202,"upload,write",fw3.0-adc829,0,normal,none,
df1ae1c1a36d,dev_1428c6b5,edge_device,2026-06-10 15:54:23.587240,46.205.177.5,Sydney_AU,"resource_068,resource_084",token,292,"upload,list,upload",fw1.8-52b13f,0,normal,none,
d089f99ba3e9,dev_09c9cb1b,edge_device,2026-06-10 15:59:26.432239,76.164.128.242,Delhi_IN,"resource_021,resource_095",certificate,342,"upload,config_change,config_change",fw1.8-5e0b0e,0,normal,none,
4de0047e2993,svc_2f8c9b0e,service_account,2026-06-10 15:59:42.267773,181.239.52.113,London_UK,"resource_006,resource_080",certificate,245,"write,config_change,read,upload,upload",svc-node-6dd36b,0,normal,none,
209592efcefd,svc_8e47b6dc,service_account,2026-06-10 16:02:46.241535,82.212.253.84,Moscow_RU,resource_120,certificate,446,"read,write,list,download",svc-node-59419d,0,normal,none,
d8dada2c4666,svc_8e47b6dc,service_account,2026-06-10 16:03:27.135738,161.171.251.133,Moscow_RU,"resource_034,resource_120,resource_086",certificate,347,"config_change,write",svc-node-59419d,0,normal,none,
375cec499da2,dev_a5ce7ffe,edge_device,2026-06-10 16:07:31.291189,129.91.37.136,Frankfurt_DE,"resource_034,resource_110,resource_065",certificate,356,"download,config_change,download,write,write",fw3.0-adc829,0,normal,none,
2d9c036b5d4d,svc_2f8c9b0e,service_account,2026-06-10 16:08:02.634542,80.186.199.251,London_UK,"resource_006,resource_080,resource_032,resource_077",certificate,222,"exec,config_change,write,delete",svc-node-6dd36b,0,normal,none,
f5ac7671ab13,dev_1428c6b5,edge_device,2026-06-10 16:09:00.690018,34.119.117.54,Sydney_AU,resource_084,token,326,"exec,delete,read",fw1.8-52b13f,0,normal,none,
0e0238891c90,dev_5db0d72f,edge_device,2026-06-10 16:09:50.491170,33.62.45.143,NewYork_US,resource_113,token,15,"delete,delete,config_change,write,delete,config_change",fw3.0-00192e,0,normal,none,
46746ee2ded0,dev_09c9cb1b,edge_device,2026-06-10 16:11:59.037173,3.134.108.87,Delhi_IN,"resource_021,resource_095",certificate,280,"config_change,delete,config_change,upload,list,config_change",fw1.8-5e0b0e,0,normal,none,
e7a3ce15af86,dev_1428c6b5,edge_device,2026-06-10 16:13:15.007755,207.37.35.74,Sydney_AU,resource_104,token,337,"read,upload,read",fw1.8-52b13f,0,normal,none,
8274a70e1116,dev_5db0d72f,edge_device,2026-06-10 16:13:25.955468,156.233.251.113,NewYork_US,resource_113,token,258,"delete,list,read,download,upload",fw3.0-00192e,0,normal,none,
aa3c3fb9ef16,dev_ab5f9888,edge_device,2026-06-10 16:17:22.155897,30.89.13.5,Frankfurt_DE,resource_048,certificate,341,"exec,config_change,exec",fw2.1-0f40d7,0,normal,none,
639a7f6dad0f,dev_ab5f9888,edge_device,2026-06-10 16:18:52.655370,218.73.179.33,Frankfurt_DE,resource_048,certificate,144,"exec,list,list",fw2.1-0f40d7,0,normal,none,
94dea6dcc1b5,dev_09c9cb1b,edge_device,2026-06-10 16:22:34.508549,156.166.88.65,Delhi_IN,resource_095,certificate,350,"list,exec,config_change,exec",fw1.8-5e0b0e,0,normal,none,
294506ddb97c,dev_1428c6b5,edge_device,2026-06-10 16:23:47.054197,217.204.186.65,Sydney_AU,"resource_104,resource_068",token,459,"exec,download",fw1.8-52b13f,0,normal,none,
676bd6b75363,dev_5db0d72f,edge_device,2026-06-10 16:28:00.885195,185.229.39.110,NewYork_US,resource_113,token,347,"upload,write",fw3.0-00192e,0,normal,none,
ab9ae81702c8,dev_1428c6b5,edge_device,2026-06-10 16:30:38.850725,109.141.100.8,Sydney_AU,"resource_104,resource_084,resource_068",token,439,"delete,exec,list,write,upload",fw1.8-52b13f,0,normal,none,
abb8fbf70b67,svc_8e47b6dc,service_account,2026-06-10 16:34:08.611463,138.203.234.30,Moscow_RU,"resource_086,resource_120,resource_034,resource_027",certificate,326,"exec,read",svc-node-59419d,0,normal,none,
1fe8093e569e,dev_1428c6b5,edge_device,2026-06-10 16:39:26.233688,7.103.228.90,Sydney_AU,"resource_084,resource_068,resource_104",token,337,"exec,upload,download,delete",fw1.8-52b13f,0,normal,none,
948d9dbabb69,svc_8e47b6dc,service_account,2026-06-10 16:39:55.065759,153.233.15.186,Moscow_RU,"resource_027,resource_086,resource_034",certificate,598,"exec,download,delete,delete,read",svc-node-59419d,0,normal,none,
a3bb14dcc01c,svc_c0fa647c,service_account,2026-06-10 16:47:30.277756,148.124.165.158,Mumbai_IN,"resource_077,resource_009",certificate,329,"download,config_change,delete,delete,config_change",svc-node-532e46,0,normal,none,
eda6cd1f7a51,dev_1428c6b5,edge_device,2026-06-10 16:51:19.182372,190.213.187.189,Sydney_AU,"resource_104,resource_084",token,296,"config_change,download",fw1.8-52b13f,0,normal,none,
c6079c1f82ef,dev_ab5f9888,edge_device,2026-06-10 16:52:34.957838,76.71.22.248,Frankfurt_DE,resource_048,certificate,275,"config_change,exec,config_change,read",fw2.1-0f40d7,0,normal,none,
a7f2cd517cb8,dev_5db0d72f,edge_device,2026-06-10 17:01:45.071181,57.123.46.16,NewYork_US,resource_113,token,271,"download,read,list,exec,download",fw3.0-00192e,0,normal,none,
96cc9ee3419e,dev_09c9cb1b,edge_device,2026-06-10 17:07:21.473272,96.187.178.23,Delhi_IN,"resource_095,resource_021",certificate,428,"list,download,exec",fw1.8-5e0b0e,0,normal,none,
77df5a6b43c0,svc_c0fa647c,service_account,2026-06-10 17:08:04.100014,62.55.58.193,Mumbai_IN,resource_009,certificate,239,"write,write,list,read,delete",svc-node-532e46,0,normal,none,
fde2254de315,svc_c0fa647c,service_account,2026-06-10 17:11:36.822446,115.79.98.118,Mumbai_IN,resource_009,certificate,167,"list,list,delete",svc-node-532e46,0,normal,none,
f3697e2573ae,dev_5db0d72f,edge_device,2026-06-10 17:19:35.684408,29.43.167.109,NewYork_US,resource_113,token,185,"exec,read,read,write",fw3.0-00192e,0,normal,none,
039d0b1e53bc,dev_09c9cb1b,edge_device,2026-06-10 17:23:47.294858,78.251.8.99,Delhi_IN,resource_021,certificate,258,"write,read,list,download",fw1.8-5e0b0e,0,normal,none,
edbb7a1d2968,dev_1428c6b5,edge_device,2026-06-10 17:25:50.336144,107.114.108.218,Sydney_AU,"resource_068,resource_104",token,132,"list,download,list,download",fw1.8-52b13f,0,normal,none,
ada30b5cf719,dev_ab5f9888,edge_device,2026-06-10 17:26:54.231855,162.138.226.109,Frankfurt_DE,resource_048,certificate,59,"write,download,delete",fw2.1-0f40d7,0,normal,none,
e2ea1607a9eb,dev_5db0d72f,edge_device,2026-06-10 17:27:49.816116,35.183.147.74,NewYork_US,resource_113,token,428,"write,delete,download,config_change,delete,download",fw3.0-00192e,0,normal,none,
33706c74afb9,svc_8e47b6dc,service_account,2026-06-10 17:29:15.105179,215.185.61.179,Moscow_RU,"resource_034,resource_120,resource_027,resource_086",certificate,276,"list,exec,delete,upload,config_change",svc-node-59419d,0,normal,none,
d3cb261a1a94,dev_1428c6b5,edge_device,2026-06-10 17:44:38.824181,199.121.7.90,Sydney_AU,resource_084,token,296,"list,list,config_change",fw1.8-52b13f,0,normal,none,
dba258b2377d,dev_ab5f9888,edge_device,2026-06-10 17:47:01.446132,57.71.85.26,Frankfurt_DE,resource_048,certificate,255,"upload,write,config_change,config_change",fw2.1-0f40d7,0,normal,none,
126a8e9c9b28,svc_c0fa647c,service_account,2026-06-10 17:47:05.510621,64.67.167.25,Mumbai_IN,"resource_077,resource_009",certificate,380,"delete,read",svc-node-532e46,0,normal,none,
0efba75d2937,dev_1428c6b5,edge_device,2026-06-10 17:47:09.764005,11.238.80.185,Sydney_AU,resource_084,token,210,"config_change,config_change,download",fw1.8-52b13f,0,normal,none,
5603ad34815a,dev_ab5f9888,edge_device,2026-06-10 17:49:51.233334,124.82.71.234,Frankfurt_DE,resource_048,certificate,536,"write,upload,exec,delete,config_change",fw2.1-0f40d7,0,normal,none,
64e83f65d15b,svc_8e47b6dc,service_account,2026-06-10 17:50:25.096179,89.13.11.92,Moscow_RU,"resource_086,resource_027,resource_034",certificate,333,"download,read,config_change,upload,exec",svc-node-59419d,0,normal,none,
fdd63d10db39,dev_5db0d72f,edge_device,2026-06-10 17:52:39.446600,70.150.24.226,NewYork_US,resource_113,token,427,"download,write,exec,delete,write,download",fw3.0-00192e,0,normal,none,
8d0962980088,dev_a5ce7ffe,edge_device,2026-06-10 17:54:41.646038,221.4.226.138,Frankfurt_DE,"resource_034,resource_065",certificate,433,"list,write",fw3.0-adc829,0,normal,none,
776871224e96,dev_5db0d72f,edge_device,2026-06-10 17:54:50.647392,68.162.94.83,NewYork_US,resource_113,token,373,"upload,download,config_change",fw3.0-00192e,0,normal,none,
36845229bc70,svc_c0fa647c,service_account,2026-06-10 18:01:36.532033,11.103.73.155,Mumbai_IN,"resource_009,resource_077",certificate,68,"read,read,config_change,read,list,delete",svc-node-532e46,0,normal,none,
4f7ecda297f8,svc_8e47b6dc,service_account,2026-06-10 18:05:25.374404,13.190.40.235,Moscow_RU,"resource_034,resource_086,resource_027,resource_120",certificate,141,"download,config_change,exec,download",svc-node-59419d,0,normal,none,
89e54f24df92,dev_1428c6b5,edge_device,2026-06-10 18:09:57.584292,143.192.155.68,Sydney_AU,"resource_068,resource_084,resource_104",token,282,"write,list,list,delete",fw1.8-52b13f,0,normal,none,
83acaaa6bbfd,dev_5db0d72f,edge_device,2026-06-10 18:12:48.966923,217.44.207.194,NewYork_US,resource_113,token,361,"delete,list,read,upload,exec",fw3.0-00192e,0,normal,none,
fd2b367400bb,dev_52556f96,edge_device,2026-06-10 18:14:48.261283,184.155.132.144,Bangalore_IN,resource_107,token,375,"upload,upload",fw2.1-973cb5,0,normal,none,
89bc4f326a2a,dev_a5ce7ffe,edge_device,2026-06-10 18:16:25.065844,137.251.179.23,Frankfurt_DE,resource_065,certificate,371,"download,write,delete",fw3.0-adc829,0,normal,none,
