session_id,entity_id,entity_type,hour_z,resource_novelty,n_resources_this_session,device_novel,geo_km_per_hr,session_duration_sec,cmd_seq_len,failed_auth_attempts,is_cold_start,history_size,ip_failed_5min,ip_unique_entities_5min
dcbef2f582ed,dev_19a737eb,edge_device,1.3446108664530885,0.0,2,0,0.0,385,2,0,0,1426,0.0,1.0
4c4eed457384,dev_19a737eb,edge_device,1.3025449156892057,0.0,1,0,0.0,259,5,0,0,1427,0.0,1.0
68b01fc8e99b,dev_19a737eb,edge_device,1.263338783595553,0.0,1,0,0.0,166,2,0,0,1428,0.0,1.0
fc09671001ba,dev_19a737eb,edge_device,1.2266701624440586,0.0,1,0,0.0,409,2,0,0,1429,0.0,1.0
8a76c1001175,dev_19a737eb,edge_device,2.6594431708084136,0.0,2,0,0.0,375,6,0,0,1430,0.0,1.0
64440d584d58,dev_19a737eb,edge_device,2.3716744421545037,0.0,2,0,0.0,236,4,0,0,1431,0.0,1.0
c0ebf7878ebe,dev_19a737eb,edge_device,2.040704179318763,0.0,2,0,0.0,360,4,0,0,1432,0.0,1.0
d76b541293e5,dev_19a737eb,edge_device,1.870644342112963,0.0,1,0,0.0,291,4,0,0,1433,0.0,1.0
46bebc98e4ce,dev_19a737eb,edge_device,1.5220395105807076,0.0,1,0,0.0,5,6,0,0,1434,0.0,1.0
3ed4a9644a5e,dev_19a737eb,edge_device,1.3941244862938713,0.0,1,0,0.0,357,4,0,0,1435,0.0,1.0
ef06a6f79288,dev_19a737eb,edge_device,1.3485055074945924,0.0,2,0,0.0,263,3,0,0,1436,0.0,1.0
c6b65b94b6ff,dev_19a737eb,edge_device,1.2427033036108817,0.0,2,0,0.0,236,5,0,0,1437,0.0,1.0
872804c72510,dev_19a737eb,edge_device,1.1102472588969718,0.0,1,0,0.0,163,3,0,0,1438,0.0,1.0
72f1a6b65619,dev_19a737eb,edge_device,1.0799432187997005,0.0,1,0,0.0,367,3,0,0,1439,0.0,1.0
69e965035a62,dev_19a737eb,edge_device,0.9738254894622672,0.0,2,0,0.0,374,2,0,0,1440,0.0,1.0
f390538f8cc8,dev_19a737eb,edge_device,0.9233484309543463,0.0,1,0,0.0,353,2,0,0,1441,0.0,1.0
48d74871c4fb,dev_19a737eb,edge_device,0.8942877106870896,0.0,1,0,0.0,317,6,0,0,1442,0.0,1.0
9bac7219474f,dev_19a737eb,edge_device,0.8736209449466596,0.0,2,0,0.0,501,6,0,0,1443,0.0,1.0
7c8bb84cf5f6,dev_19a737eb,edge_device,0.8390964054503601,0.0,2,0,0.0,355,4,0,0,1444,0.0,1.0
a6528d18c2ce,dev_19a737eb,edge_device,0.8008554435894834,0.0,1,0,0.0,408,6,0,0,1445,0.0,1.0
f8b4c7726652,dev_19a737eb,edge_device,0.7539881767386685,0.0,2,0,0.0,118,4,0,0,1446,0.0,1.0
45e42a1d1ed3,dev_19a737eb,edge_device,0.6195565870311311,0.0,2,0,0.0,499,4,0,0,1447,0.0,1.0
c81443f02071,dev_19a737eb,edge_device,0.5849055071134414,0.0,1,0,0.0,322,2,0,0,1448,0.0,1.0
63c980981f73,dev_19a737eb,edge_device,0.5759414968993404,0.0,2,0,0.0,277,2,0,0,1449,0.0,1.0
43bc5dcb4d77,dev_19a737eb,edge_device,0.5419271177223628,0.0,2,0,0.0,329,6,0,0,1450,0.0,1.0
def40488779a,dev_19a737eb,edge_device,0.5339148564546458,0.0,2,0,0.0,138,5,0,0,1451,0.0,1.0
f5714ee21fff,dev_19a737eb,edge_device,0.37202110172637376,0.0,2,0,0.0,5,5,0,0,1452,0.0,1.0
0524c83051ad,dev_19a737eb,edge_device,0.31530299407663703,0.0,2,0,0.0,427,2,0,0,1453,0.0,1.0
1cf6cb22bbb2,dev_19a737eb,edge_device,0.26416061242561134,0.0,2,0,0.0,329,3,0,0,1454,0.0,1.0
00585207154c,dev_19a737eb,edge_device,0.25032359533052057,0.0,2,0,0.0,450,6,0,0,1455,0.0,1.0
765247b6da71,dev_19a737eb,edge_device,0.12142338836908735,0.0,1,0,0.0,499,6,0,0,1456,0.0,1.0
ce4bada7eef9,dev_19a737eb,edge_device,0.03605196565280823,0.0,2,0,0.0,165,2,0,0,1457,0.0,1.0
add596911003,dev_19a737eb,edge_device,2.1194549883078996e-05,0.0,2,0,0.0,310,4,0,0,1458,0.0,1.0
d5efe978552c,dev_19a737eb,edge_device,0.09698286737509855,0.0,1,0,0.0,284,5,0,0,1459,0.0,1.0
f3e4b1ce00a9,dev_19a737eb,edge_device,0.16033775461663374,0.0,1,0,0.0,413,2,0,0,1460,0.0,1.0
ec2e7ea7e354,dev_19a737eb,edge_device,0.1868014306680778,0.0,2,0,0.0,293,6,0,0,1461,0.0,1.0
c90097200f51,dev_19a737eb,edge_device,0.25912386051083447,0.0,2,0,0.0,200,3,0,0,1462,0.0,1.0
bffaa1cd4878,dev_19a737eb,edge_device,0.2791359791031982,0.0,1,0,0.0,81,6,0,0,1463,0.0,1.0
da3e3b2bcb3d,dev_19a737eb,edge_device,0.3137634963607655,0.0,1,0,0.0,400,2,0,0,1464,0.0,1.0
1d9de418f9a3,dev_19a737eb,edge_device,0.345329731052785,0.0,2,0,0.0,244,4,0,0,1465,0.0,1.0
361ef1afda81,dev_19a737eb,edge_device,0.35585021253925836,0.0,2,0,0.0,369,4,0,0,1466,0.0,1.0
797100a71b03,dev_19a737eb,edge_device,0.3935430985490049,0.0,2,0,0.0,548,5,0,0,1467,0.0,1.0
26a4e00716f5,dev_19a737eb,edge_device,0.4157889823339143,0.0,2,0,0.0,261,4,0,0,1468,0.0,1.0
aa0ce3a7b62f,dev_19a737eb,edge_device,0.42868194847544494,0.0,1,0,0.0,235,6,0,0,1469,0.0,1.0
7ee950954ee7,dev_19a737eb,edge_device,0.457069442641192,0.0,1,0,0.0,262,3,0,0,1470,0.0,1.0
fb43fdf441a3,dev_19a737eb,edge_device,0.5385966419877316,0.0,1,0,0.0,197,5,0,0,1471,0.0,1.0
7614b4046013,dev_19a737eb,edge_device,0.5875989358518119,0.0,1,0,0.0,168,6,0,0,1472,0.0,1.0
30cc7b993d13,dev_19a737eb,edge_device,0.5849484432809597,0.0,2,0,0.0,141,6,0,0,1473,0.0,1.0
425b7fa9305a,dev_19a737eb,edge_device,0.6016815459786702,0.0,2,0,0.0,289,5,0,0,1474,0.0,1.0
7395347c2f72,dev_19a737eb,edge_device,0.5955630742121897,0.0,2,0,0.0,274,5,0,0,1475,0.0,1.0
3f53393699de,dev_19a737eb,edge_device,0.6059160895666191,0.0,2,0,0.0,397,2,0,0,1476,0.0,1.0
42fcb8ed354b,dev_19a737eb,edge_device,0.5997458013242823,0.0,2,0,0.0,192,6,0,0,1477,0.0,1.0
c02ccf26b46b,dev_19a737eb,edge_device,0.7128846229206861,0.0,2,0,0.0,513,3,0,0,1478,0.0,1.0
5354227a2406,dev_19a737eb,edge_device,0.7738709075017771,0.0,2,0,0.0,219,2,0,0,1479,0.0,1.0
a3a9eb27bd88,dev_19a737eb,edge_device,0.7965926731544263,0.0,1,0,0.0,5,4,0,0,1480,0.0,1.0
17d74b902f34,dev_19a737eb,edge_device,0.8422614041782832,0.0,1,0,0.0,654,2,0,0,1481,0.0,1.0
4c11b93dc954,dev_19a737eb,edge_device,0.852890244597119,0.0,1,0,0.0,73,6,0,0,1482,0.0,1.0
54325c97f49a,dev_19a737eb,edge_device,0.8395584214363179,0.0,1,0,0.0,168,5,0,0,1483,0.0,1.0
0e61e39caee8,dev_19a737eb,edge_device,0.9183516510335847,0.0,2,0,0.0,271,2,0,0,1484,0.0,1.0
5d733a399f5b,dev_19a737eb,edge_device,1.0896418042440905,0.0,1,0,0.0,113,3,0,0,1485,0.0,1.0
76aa439e158d,dev_19a737eb,edge_device,1.14768217959533,0.0,2,0,0.0,366,6,0,0,1486,0.0,1.0
0b9246eed3ca,dev_19a737eb,edge_device,1.2227062746887105,0.0,1,0,0.0,486,2,0,0,1487,0.0,1.0
24fcc0779a31,dev_19a737eb,edge_device,1.3871389380895793,0.0,2,0,0.0,285,6,0,0,1488,0.0,1.0
ccd895a4ebf3,dev_19a737eb,edge_device,1.4153539468225682,0.0,1,0,0.0,400,6,0,0,1489,0.0,1.0
e34d53bf529f,dev_19a737eb,edge_device,1.3945233816575315,0.0,2,0,0.0,230,5,0,0,1490,0.0,1.0
81cbb9e296b1,dev_19a737eb,edge_device,1.365192458347963,0.0,2,0,0.0,228,4,0,0,1491,0.0,1.0
4b2ce430f2ce,dev_19a737eb,edge_device,1.3701742784163489,0.0,1,0,0.0,202,3,0,0,1492,0.0,1.0
a48522781467,dev_19a737eb,edge_device,1.3711406941823308,0.0,2,0,0.0,449,2,0,0,1493,0.0,1.0
3277d977a291,dev_19a737eb,edge_device,1.4572794535903155,0.0,2,0,0.0,334,2,0,0,1494,0.0,1.0
d185e3c66abd,dev_19a737eb,edge_device,1.4068264263829167,0.0,1,0,0.0,108,3,0,0,1495,0.0,1.0
9acb9f15bb10,dev_19a737eb,edge_device,3.1029341576461604,0.0,2,0,0.0,139,2,0,0,1496,0.0,1.0
74824a4c70d1,dev_19a737eb,edge_device,2.728808295063028,0.0,1,0,0.0,290,3,0,0,1497,0.0,1.0
a7b6469f0982,dev_19a737eb,edge_device,2.1324100786324593,0.0,1,0,0.0,86,2,0,0,1498,0.0,1.0
e3beb122e0e4,dev_19a737eb,edge_device,1.9244476816417115,0.0,2,0,0.0,258,2,0,0,1499,0.0,1.0
c35ae7575dfb,dev_19a737eb,edge_device,1.717323097809197,0.0,2,0,0.0,300,5,0,0,1500,0.0,1.0
4fcc76a82c3c,dev_19a737eb,edge_device,1.5652998677182324,0.0,1,0,0.0,197,4,0,0,1501,0.0,1.0
ede2cafeeac6,dev_19a737eb,edge_device,1.460252224163872,0.0,1,0,0.0,343,3,0,0,1502,0.0,1.0
017e499c61ef,dev_19a737eb,edge_device,1.3669726336214838,0.0,2,0,0.0,399,2,0,0,1503,0.0,1.0
06993489abf6,dev_19a737eb,edge_device,1.2553475627995774,0.0,1,0,0.0,591,6,0,0,1504,0.0,1.0
406fc9100b60,dev_19a737eb,edge_device,1.091041714692445,0.0,2,0,0.0,360,2,0,0,1505,0.0,1.0
870554f13e0d,dev_19a737eb,edge_device,1.0548391146945837,0.0,1,0,0.0,402,5,0,0,1506,0.0,1.0
f41336a9dd9a,dev_19a737eb,edge_device,0.9948732999272296,0.0,2,0,0.0,263,3,0,0,1507,0.0,1.0
6943c7cc8cce,dev_19a737eb,edge_device,0.9701910464900537,0.0,2,0,0.0,324,5,0,0,1508,0.0,1.0
ec3516b93c4c,dev_19a737eb,edge_device,0.9326184456011679,0.0,1,0,0.0,358,4,0,0,1509,0.0,1.0
2c04f69c62a9,dev_19a737eb,edge_device,0.877930930586239,0.0,2,0,0.0,384,4,0,0,1510,0.0,1.0
1593216092b9,dev_19a737eb,edge_device,0.7808575492434484,0.0,2,0,0.0,226,2,0,0,1511,0.0,1.0
3b9b4b98650e,dev_19a737eb,edge_device,0.6937928991874232,0.0,2,0,0.0,196,5,0,0,1512,0.0,1.0
1db771d0d1e7,dev_19a737eb,edge_device,0.611226161180494,0.0,2,0,0.0,315,2,0,0,1513,0.0,1.0
11628e8bc461,dev_19a737eb,edge_device,0.5278867830296958,0.0,1,0,0.0,143,2,0,0,1514,0.0,1.0
53e71d3920cb,dev_19a737eb,edge_device,0.510573572335023,0.0,2,0,0.0,272,4,0,0,1515,0.0,1.0
d8ae9b3b7a1d,dev_19a737eb,edge_device,0.49595334244636097,0.0,1,0,0.0,336,6,0,0,1516,0.0,1.0
0e2df49d6c50,dev_19a737eb,edge_device,0.4742379933626273,0.0,1,0,0.0,267,6,0,0,1517,0.0,1.0
92130a7c4d36,dev_19a737eb,edge_device,0.31240382148790335,0.0,1,0,0.0,105,6,0,0,1518,0.0,1.0
c13909aeb847,dev_19a737eb,edge_device,0.3059827959408945,0.0,2,0,0.0,283,2,0,0,1519,0.0,1.0
26a829a4de36,dev_19a737eb,edge_device,0.2795069793892763,0.0,2,0,0.0,152,5,0,0,1520,0.0,1.0
ffd049d40ff2,dev_19a737eb,edge_device,0.26333868985677167,0.0,1,0,0.0,254,4,0,0,1521,0.0,1.0
40fb5fc74bde,dev_19a737eb,edge_device,0.2318397654208425,0.0,1,0,0.0,252,2,0,0,1522,0.0,1.0
100f1ae0f7eb,dev_19a737eb,edge_device,0.15109294297326603,0.0,2,0,0.0,7,3,0,0,1523,0.0,1.0
e4448721c6e2,dev_19a737eb,edge_device,0.14669095293795856,0.0,2,0,0.0,307,3,0,0,1524,0.0,1.0
149d559fb1c6,dev_19a737eb,edge_device,0.12105299276531786,0.0,2,0,0.0,390,6,0,0,1525,0.0,1.0
43da8e84ec08,dev_19a737eb,edge_device,0.11964256041327559,0.0,1,0,0.0,392,6,0,0,1526,0.0,1.0
a4749c8877ed,dev_19a737eb,edge_device,0.10193675330473553,0.0,1,0,0.0,346,2,0,0,1527,0.0,1.0
74ea3606c802,dev_19a737eb,edge_device,0.0897540557176496,0.0,1,0,0.0,140,5,0,0,1528,0.0,1.0
460a496db876,dev_19a737eb,edge_device,0.08036996546038817,0.0,1,0,0.0,328,5,0,0,1529,0.0,1.0
c393ff2623ef,dev_19a737eb,edge_device,0.06255826268302697,0.0,1,0,0.0,430,4,0,0,1530,0.0,1.0
cb9325c758c2,dev_19a737eb,edge_device,0.0007828158624587753,0.0,1,0,0.0,292,4,0,0,1531,0.0,1.0
18b3f716ed3e,dev_19a737eb,edge_device,0.0036532507353210773,0.0,2,0,0.0,355,2,0,0,1532,0.0,1.0
b147479479e5,dev_19a737eb,edge_device,0.006524172184520379,0.0,1,0,0.0,424,5,0,0,1533,0.0,1.0
5881a4b1d411,dev_19a737eb,edge_device,0.024129599357762318,0.0,1,0,0.0,325,6,0,0,1534,0.0,1.0
b02338fbc6a6,dev_19a737eb,edge_device,0.08049028756156985,0.0,1,0,0.0,449,6,0,0,1535,0.0,1.0
7ef6443ae4e8,dev_19a737eb,edge_device,0.1006674197265739,0.0,2,0,0.0,354,6,0,0,1536,0.0,1.0
a88f967fb451,dev_19a737eb,edge_device,0.12084995646934525,0.0,1,0,0.0,33,2,0,0,1537,0.0,1.0
65f624ff69d1,dev_19a737eb,edge_device,0.15646160080072524,0.0,2,0,0.0,375,6,0,0,1538,0.0,1.0
6f53a7c8613c,dev_19a737eb,edge_device,0.2201400865647506,0.0,2,0,0.0,164,6,0,0,1539,0.0,1.0
8c50b53becb0,dev_19a737eb,edge_device,0.2711168882003568,0.0,2,0,0.0,292,2,0,0,1540,0.0,1.0
596463cb923b,dev_19a737eb,edge_device,0.26777816078326494,0.0,2,0,0.0,620,6,0,0,1541,0.0,1.0
0750a521de1e,dev_19a737eb,edge_device,0.31605138130958993,0.0,2,0,0.0,313,2,0,0,1542,0.0,1.0
c4d2cbfc5e91,dev_19a737eb,edge_device,0.3316048792163365,0.0,2,0,0.0,383,2,0,0,1543,0.0,1.0
3e28c31943d3,dev_19a737eb,edge_device,0.3602880419833407,0.0,2,0,0.0,179,3,0,0,1544,0.0,1.0
4d406290bf40,dev_19a737eb,edge_device,0.35894658537904656,0.0,1,0,0.0,323,3,0,0,1545,0.0,1.0
5417d93748a4,dev_19a737eb,edge_device,0.3643746187130595,0.0,1,0,0.0,183,4,0,0,1546,0.0,1.0
4e6cac438a04,dev_19a737eb,edge_device,0.3799914004915898,0.0,1,0,0.0,283,6,0,0,1547,0.0,1.0
5cf7f58ea9b7,dev_19a737eb,edge_device,0.3887085761808958,0.0,2,0,0.0,350,2,0,0,1548,0.0,1.0
85b60e5893b7,dev_19a737eb,edge_device,0.3835825757199557,0.0,1,0,0.0,432,3,0,0,1549,0.0,1.0
2a2e7f511276,dev_19a737eb,edge_device,0.5287428912643535,0.0,2,0,0.0,191,3,0,0,1550,0.0,1.0
75434e8df271,dev_19a737eb,edge_device,0.531576255443032,0.0,2,0,0.0,475,2,0,0,1551,0.0,1.0
c914cb328440,dev_19a737eb,edge_device,0.559302119272883,0.0,1,0,0.0,330,2,0,0,1552,0.0,1.0
c8fe998f5055,dev_19a737eb,edge_device,0.5544938179485056,0.0,2,0,0.0,431,2,0,0,1553,0.0,1.0
23d335ab0d21,dev_19a737eb,edge_device,0.5498197552764114,0.0,1,0,0.0,413,2,0,0,1554,0.0,1.0
667e58abbbb8,dev_19a737eb,edge_device,0.5998580075510481,0.0,1,0,0.0,421,4,0,0,1555,0.0,1.0
2bd1f33b7ebe,dev_19a737eb,edge_device,0.6821964504937886,0.0,2,0,0.0,124,4,0,0,1556,0.0,1.0
c6defc468569,dev_19a737eb,edge_device,0.7298297639180227,0.0,1,0,0.0,274,6,0,0,1557,0.0,1.0
36b1d6fb50e6,dev_19a737eb,edge_device,0.7801582001948232,0.0,2,0,0.0,320,2,0,0,1558,0.0,1.0
5308547da999,dev_19a737eb,edge_device,0.8180660221959392,0.0,2,0,0.0,205,2,0,0,1559,0.0,1.0
617b43fb60cd,dev_19a737eb,edge_device,0.9110633958073625,0.0,2,0,0.0,439,5,0,0,1560,0.0,1.0
63928a3cd52a,dev_19a737eb,edge_device,0.9746732328767356,0.0,2,0,0.0,235,3,0,0,1561,0.0,1.0
3c6134ed3a93,dev_19a737eb,edge_device,0.9569452737527439,0.0,1,0,0.0,445,5,0,0,1562,0.0,1.0
62ca1e7097b7,dev_19a737eb,edge_device,0.9437281533971135,0.0,1,0,0.0,275,5,0,0,1563,0.0,1.0
17da988239c8,dev_19a737eb,edge_device,0.9950354584258623,0.0,2,0,0.0,311,5,0,0,1564,0.0,1.0
62b62f397775,dev_19a737eb,edge_device,1.010311939015926,0.0,1,0,0.0,99,4,0,0,1565,0.0,1.0
274968f6f79e,dev_19a737eb,edge_device,1.2582947886370885,0.0,2,0,0.0,203,5,0,0,1566,0.0,1.0
884a30c59332,dev_19a737eb,edge_device,1.2481307808946394,0.0,1,0,0.0,224,6,0,0,1567,0.0,1.0
75f98f789439,dev_19a737eb,edge_device,1.2458838250896287,0.0,1,0,0.0,257,2,0,0,1568,0.0,1.0
c04dcd66ea97,dev_19a737eb,edge_device,1.3323111526760512,0.0,2,0,0.0,210,4,0,0,1569,0.0,1.0
a5a92c2ad5ad,dev_19a737eb,edge_device,1.5954155471617446,0.0,2,0,0.0,202,4,0,0,1570,0.0,1.0
a3f7e02b3549,dev_19a737eb,edge_device,1.5547891375003207,0.0,2,0,0.0,300,2,0,0,1571,0.0,1.0
048f27151556,dev_19a737eb,edge_device,1.5245892185327614,0.0,2,0,0.0,234,2,0,0,1572,0.0,1.0
b0ce13bd54a0,dev_19a737eb,edge_device,1.5456098001339535,0.0,2,0,0.0,202,5,0,0,1573,0.0,1.0
7534e011cff2,dev_19a737eb,edge_device,1.601601936246876,0.0,2,0,0.0,339,4,0,0,1574,0.0,1.0
dc28c3db86a8,dev_19a737eb,edge_device,1.559114097374305,0.0,2,0,0.0,397,4,0,0,1575,0.0,1.0
c49e67375017,dev_19a737eb,edge_device,1.5435250749844804,0.0,1,0,0.0,470,3,0,0,1576,0.0,1.0
e011ba98bcd2,dev_19a737eb,edge_device,1.5483938188574096,0.0,1,0,0.0,514,2,0,0,1577,0.0,1.0
364ad4e44e09,dev_19a737eb,edge_device,1.5842977098517939,0.0,2,0,0.0,189,6,0,0,1578,0.0,1.0
568a4a52dea0,dev_19a737eb,edge_device,1.5230517724125987,0.0,2,0,0.0,149,6,0,0,1579,0.0,1.0
29c660ee8320,dev_19a737eb,edge_device,1.4671924529876819,0.0,1,0,0.0,386,5,0,0,1580,0.0,1.0
9a7a503048ac,dev_19a737eb,edge_device,1.4159492029262044,0.0,1,0,0.0,436,3,0,0,1581,0.0,1.0
d733d839f56e,dev_19a737eb,edge_device,1.368698514240311,0.0,1,0,0.0,173,3,0,0,1582,0.0,1.0
fe278b25a144,dev_19a737eb,edge_device,2.6801699049742695,0.0,2,0,0.0,341,4,0,0,1583,0.0,1.0
624a5f2fd269,dev_19a737eb,edge_device,2.424226509641183,0.0,2,0,0.0,350,2,0,0,1584,0.0,1.0
73ffa0f6eb66,dev_19a737eb,edge_device,1.9874000931070133,0.0,2,0,0.0,535,6,0,0,1585,0.0,1.0
8043a7e8e734,dev_19a737eb,edge_device,1.7949399436023596,0.0,2,0,0.0,244,2,0,0,1586,0.0,1.0
2d31892aed45,dev_19a737eb,edge_device,1.5766485661456813,0.0,2,0,0.0,347,5,0,0,1587,0.0,1.0
dab0a7bf6fa1,dev_19a737eb,edge_device,1.513573099166615,0.0,2,0,0.0,285,3,0,0,1588,0.0,1.0
3a55f95d34b7,dev_19a737eb,edge_device,1.4560305027567995,0.0,1,0,0.0,239,6,0,0,1589,0.0,1.0
a7b2f6500f31,dev_19a737eb,edge_device,1.3221586116788675,0.0,2,0,0.0,208,4,0,0,1590,0.0,1.0
86788497655a,dev_19a737eb,edge_device,1.2621427237601337,0.0,2,0,0.0,366,2,0,0,1591,0.0,1.0
12ec90b47f78,dev_19a737eb,edge_device,1.2085995658229014,0.0,2,0,0.0,393,2,0,0,1592,0.0,1.0
137c057db807,dev_19a737eb,edge_device,1.1029822113282628,0.0,2,0,0.0,202,4,0,0,1593,0.0,1.0
d8b505287505,dev_19a737eb,edge_device,1.0586422614680957,0.0,2,0,0.0,289,6,0,0,1594,0.0,1.0
80db671c226a,dev_19a737eb,edge_device,1.021331303118441,0.0,2,0,0.0,333,5,0,0,1595,0.0,1.0
1af81fc8dd5e,dev_19a737eb,edge_device,0.985777313602907,0.0,1,0,0.0,193,3,0,0,1596,0.0,1.0
e42ca34db372,dev_19a737eb,edge_device,0.9157620076586745,0.0,1,0,0.0,379,2,0,0,1597,0.0,1.0
79a65839e5ec,dev_19a737eb,edge_device,0.8244643655025623,0.0,1,0,0.0,301,2,0,0,1598,0.0,1.0
b565d6f8d935,dev_19a737eb,edge_device,0.7773194263663178,0.0,1,0,0.0,323,4,0,0,1599,0.0,1.0
15f7f46d48c7,dev_19a737eb,edge_device,0.6951477439845486,0.0,2,0,0.0,287,6,0,0,1600,0.0,1.0
235e0240a995,dev_19a737eb,edge_device,0.6760727337747992,0.0,2,0,0.0,324,6,0,0,1601,0.0,1.0
5990ed432d76,dev_19a737eb,edge_device,0.6550109399908629,0.0,2,0,0.0,216,6,0,0,1602,0.0,1.0
001cc437a0da,dev_19a737eb,edge_device,0.644338171670249,0.0,2,0,0.0,307,5,0,0,1603,0.0,1.0
cb553a5951c5,dev_19a737eb,edge_device,0.4993591089856504,0.0,1,0,0.0,362,3,0,0,1604,0.0,1.0
a9650f3c5fbd,dev_19a737eb,edge_device,0.474625598846941,0.0,2,0,0.0,429,6,0,0,1605,0.0,1.0
61a6f70a0ddb,dev_19a737eb,edge_device,0.34620922183412584,0.0,2,0,0.0,371,5,0,0,1606,0.0,1.0
899732c063ca,dev_19a737eb,edge_device,0.3238263590995301,0.0,1,0,0.0,371,3,0,0,1607,0.0,1.0
db7033cdf71f,dev_19a737eb,edge_device,0.3041880440546967,0.0,2,0,0.0,185,5,0,0,1608,0.0,1.0
d9d78cd504cc,dev_19a737eb,edge_device,0.2846767682308129,0.0,1,0,0.0,129,3,0,0,1609,0.0,1.0
6521cdc42b21,dev_19a737eb,edge_device,0.2785022512337483,0.0,1,0,0.0,83,2,0,0,1610,0.0,1.0
f9f356aa7437,dev_19a737eb,edge_device,0.2590217842358691,0.0,2,0,0.0,488,6,0,0,1611,0.0,1.0
f8520ac7880b,dev_19a737eb,edge_device,0.20181071349344074,0.0,1,1,0.0,127,3,0,0,1612,0.0,1.0
c6da2279a806,dev_19a737eb,edge_device,0.1556859976960478,0.0,2,0,0.0,329,5,0,0,1613,0.0,1.0
540529aa08ba,dev_19a737eb,edge_device,0.1455658920169464,0.0,1,0,0.0,299,4,0,0,1614,0.0,1.0
e7a6a4dff488,dev_19a737eb,edge_device,0.0907629397340438,0.0,2,0,0.0,391,3,0,0,1615,0.0,1.0
eda0e1fb2c59,dev_19a737eb,edge_device,0.07557829546198268,0.0,2,0,0.0,254,2,0,0,1616,0.0,1.0
4562b9312206,dev_19a737eb,edge_device,0.06040833499620124,0.0,1,0,0.0,319,6,0,0,1617,0.0,1.0
1dcc3600b2c9,dev_19a737eb,edge_device,0.03574061505308163,0.0,1,0,0.0,353,2,0,0,1618,0.0,1.0
2015d09e5d64,dev_19a737eb,edge_device,0.1670027338680614,0.0,1,0,0.0,396,5,0,0,1619,0.0,1.0
7ea507f9a038,dev_19a737eb,edge_device,0.2863561942878934,0.0,2,0,0.0,460,4,0,0,1620,0.0,1.0
aeb44749004a,dev_19a737eb,edge_device,0.3186909418705332,0.0,1,0,0.0,144,2,0,0,1621,0.0,1.0
73a95bcfb464,dev_19a737eb,edge_device,0.3902146672554253,0.0,1,0,0.0,194,6,0,0,1622,0.0,1.0
b88d43cb4256,dev_19a737eb,edge_device,0.4155813622943819,0.0,1,0,0.0,161,2,0,0,1623,0.0,1.0
073a785ac5cc,dev_19a737eb,edge_device,0.41308130349151273,0.0,1,0,0.0,245,3,0,0,1624,0.0,1.0
76462f0649dd,dev_19a737eb,edge_device,0.4822049540596886,0.0,1,0,0.0,534,3,0,0,1625,0.0,1.0
2ef59823239b,dev_19a737eb,edge_device,0.5664287226434116,0.0,1,0,0.0,365,4,0,0,1626,0.0,1.0
b883189ff774,dev_19a737eb,edge_device,0.5642096294654662,0.0,2,0,0.0,376,2,0,0,1627,0.0,1.0
9a6d9582d1e9,dev_19a737eb,edge_device,0.5684678314491002,0.0,2,0,0.0,357,6,0,0,1628,0.0,1.0
26a61b7565db,dev_19a737eb,edge_device,0.563090057416267,0.0,1,0,0.0,420,3,0,0,1629,0.0,1.0
fa4bc9c9b173,dev_19a737eb,edge_device,0.5578574599937008,0.0,2,0,0.0,406,4,0,0,1630,0.0,1.0
af13decc01f4,dev_19a737eb,edge_device,0.7095207989643099,0.0,1,0,0.0,121,2,0,0,1631,0.0,1.0
e9f70887fd63,dev_19a737eb,edge_device,0.7630701941155227,0.0,2,0,0.0,180,3,0,0,1632,0.0,1.0
2da9a8289161,dev_19a737eb,edge_device,0.7559414855953028,0.0,1,0,0.0,238,3,0,0,1633,0.0,1.0
bc3d4555484b,dev_19a737eb,edge_device,0.7756084176354955,0.0,2,0,0.0,323,2,0,0,1634,0.0,1.0
bf3a46741797,dev_19a737eb,edge_device,0.8548278992279138,0.0,1,0,0.0,293,3,0,0,1635,0.0,1.0
82f35fc37518,dev_19a737eb,edge_device,1.0654755432708432,0.0,1,0,0.0,469,5,0,0,1636,0.0,1.0
bd756fcca636,dev_19a737eb,edge_device,1.1367144564635587,0.0,1,0,0.0,139,4,0,0,1637,0.0,1.0
ddccc76ea000,dev_19a737eb,edge_device,1.1107660744522376,0.0,2,0,0.0,237,6,0,0,1638,0.0,1.0
6b862903987e,dev_19a737eb,edge_device,1.1027921740118212,0.0,2,0,0.0,69,2,0,0,1639,0.0,1.0
debffc4ff348,dev_19a737eb,edge_device,1.0852401772052522,0.0,1,0,0.0,409,6,0,0,1640,0.0,1.0
14704145c99b,dev_19a737eb,edge_device,1.0917292947534227,0.0,1,0,0.0,284,5,0,0,1641,0.0,1.0
9e6cc4661bc9,dev_19a737eb,edge_device,1.078008331055349,0.0,1,0,0.0,410,6,0,0,1642,0.0,1.0
995e762d6c7f,dev_19a737eb,edge_device,1.0913416923317407,0.0,2,0,0.0,425,2,0,0,1643,0.0,1.0
8a5457651d8d,dev_19a737eb,edge_device,1.0874723353891294,0.0,1,0,0.0,371,3,0,0,1644,0.0,1.0
c83d7501a299,dev_19a737eb,edge_device,1.3006671547094037,0.0,2,0,0.0,282,2,0,0,1645,0.0,1.0
2f50211172c0,dev_19a737eb,edge_device,1.2746344486681838,0.0,2,0,0.0,393,5,0,0,1646,0.0,1.0
