session_id,seq_risk_score,has_sequence_score
b5d3c3b1a5f6,2.142204e-07,1
3d0564bd5d77,2.6243245e-07,1
3e056d89fd4f,3.0191333e-07,1
c9e6844667f8,3.590388e-07,1
84fa33568cb4,5.23255e-07,1
4506bfd80cf2,2.832276e-07,1
15787cc14ddd,5.7178795e-07,1
2c726abe0332,1.7965298e-05,1
db6b80642479,4.905349e-05,1
42338c2f059e,4.8092297e-05,1
6f6a932e90b1,4.671684e-05,1
981228539473,4.526753e-05,1
d17c77a7a1b9,3.054893e-05,1
f17856748339,5.9957995e-07,1
54d7bda28d66,5.889112e-07,1
bbf1b11e7cf9,6.701335e-07,1
975ea4627a55,4.4959538e-07,1
b8e0d4c19fbc,5.856222e-07,1
90db03b0cf65,3.5265256e-07,1
bf4724138994,3.365125e-07,1
1cd6796960b4,4.0443774e-07,1
57d6146b1a33,2.3533818e-07,1
0db028cbb9ff,3.179684e-07,1
fffe3a5f50da,3.547299e-07,1
7821f41a0673,2.4693378e-07,1
1d53f42dd057,2.411627e-07,1
2a4483787102,2.0244816e-07,1
7731de6f3e7e,3.221114e-07,1
e79c3369fd72,2.83758e-07,1
60c18a29f775,2.446095e-07,1
4a659f1939d5,2.2296136e-07,1
d555e31b1c6b,2.5272425e-07,1
fe314d2af676,2.3783481e-07,1
8ed906033f09,1.7598676e-07,1
784a9e28730e,2.5212603e-07,1
8b2088cf2980,1.6690754e-07,1
0990c0ee8f1d,9.2462685e-08,1
d67533bd0bbc,1.7881021e-07,1
4bee8ca4e288,2.2034423e-07,1
a63e50c3d880,2.5671426e-07,1
55c1f616ccde,1.9176638e-07,1
177bfd9ce7bb,1.8651643e-07,1
4ea0ada0a659,2.5733772e-07,1
db89238ad3f6,5.8556805e-07,1
81dc1a364848,5.465676e-07,1
fcd8594be05c,6.6246093e-07,1
391b871b38ba,5.7410966e-07,1
9935e084088d,4.9395624e-07,1
f5a399fb9e83,4.1170995e-07,1
2738caf5883a,1.2168276e-07,1
4563d24f5354,1.4837018e-07,1
b5a57f6b4a8a,2.3345757e-07,1
f6272e4f8076,3.9028606e-07,1
3315f0f30b0f,2.7685206e-07,1
12638cc1b5dd,2.210954e-07,1
4a945fd1ca1c,1.4738369e-07,1
64af73a73813,1.0564204e-06,1
eee7487c2d2d,6.79871e-07,1
619186258475,5.673073e-07,1
7f6e10144e05,7.7636076e-07,1
8a600c793219,4.16923e-07,1
49c8f7d06989,5.4740707e-07,1
5ab0c0e605bd,6.4701965e-07,1
49012390acf3,4.9829e-07,1
6fd5979cf6b5,3.7626313e-07,1
5b79f1523e3c,2.8397255e-07,1
df5f74be1bb8,1.6892241e-07,1
fcf896b24e04,1.9493531e-07,1
c92d9e4e290c,4.1238675e-07,1
cbd28c1a1d19,3.3742347e-07,1
4d2c3cb3b821,5.589384e-07,1
64050c2242ae,5.4471894e-07,1
5f8ead536bb9,6.445964e-07,1
bb90e0d7cbd2,3.4094157e-07,1
ceb92b81ec17,9.758009e-06,1
b90b5c4a99e4,1.0496688e-05,1
ba4c8f5371f0,1.010876e-05,1
cdf83fd1e78e,1.9560137e-05,1
1f2f874785a6,1.9861269e-05,1
5d6e25312b7d,1.7495628e-05,1
2c9b82485f52,1.8703084e-05,1
8dc794dff1c9,7.294109e-06,1
7eb8856bc533,3.395206e-06,1
9c6b6bffd707,6.3303634e-07,1
d505751c6e63,7.546799e-07,1
938054992a84,6.912155e-07,1
560be017971e,6.402848e-07,1
20c0f94149cb,5.1021317e-07,1
b08770c1fdab,3.739112e-07,1
001f4a1792a1,5.027042e-07,1
ccaa518d2110,5.0500944e-07,1
466e30e0b0b2,3.950157e-07,1
d57eb7eeda06,4.754395e-07,1
347c1c43a37f,3.455994e-07,1
a2d2f2f09b19,3.916563e-07,1
c2b071af1247,4.005742e-07,1
794fd1ffceb9,3.4758747e-07,1
78bb538cd576,4.3322174e-07,1
c63e6d3f4d9d,2.5409284e-07,1
da93b67409d0,2.82541e-07,1
46e3e80bfa7a,3.9512764e-07,1
6185418ae9f2,3.099548e-07,1
390e39b01039,3.3549304e-07,1
a63d74dc1c9f,1.877914e-07,1
2561c33fb776,6.336339e-07,1
4c0a4ff52ab2,5.336181e-07,1
f3930b50d3c0,5.329968e-07,1
dd4d3002e694,4.933966e-07,1
c1d0a1e8058f,3.123182e-07,1
414ddad8923f,1.7660479e-07,1
f85cd379432a,3.0022497e-07,1
52570ad6b762,3.95743e-07,1
e0200435f210,3.857101e-07,1
e9ccf7321c0f,4.0884146e-07,1
76c3542e4274,3.4221372e-07,1
49d46c8ae0d5,3.3133725e-07,1
fb1d27235f0e,4.0361314e-07,1
787ee38dd708,8.1362265e-07,1
be0a273f9e4f,6.689244e-07,1
2caf585f8c60,6.294415e-07,1
47157cab99ee,4.842754e-07,1
c6b7cba7e52a,3.0878357e-07,1
ece09bd4700f,3.7804872e-07,1
c00bd263cd4c,2.7879815e-07,1
2eb54a9aac81,3.7716006e-07,1
0c820807571d,3.0757292e-07,1
926f3c1344f5,3.357617e-07,1
8cd2bfbd61cb,3.6057256e-07,1
21e45671f5d3,3.7930812e-07,1
f03ba5ad71b8,4.486684e-07,1
ca4c641dcc78,3.7296314e-07,1
1b890944b88b,3.707569e-07,1
ff88b26d789d,4.5295351e-07,1
b021a5876dc0,2.5057508e-07,1
0468199a3e9f,1.5760891e-07,1
2ea3bee36b6b,1.7597964e-07,1
39c03f4c8026,3.1199423e-07,1
83a158dd1938,4.1704655e-07,1
dfe97b762aa6,3.7785784e-07,1
eaae14ebe5f5,6.8564833e-07,1
c5b155800749,7.168285e-07,1
e7699940e70d,4.9143296e-07,1
1085cac200ce,3.997849e-07,1
dce5d2d78f18,1.3360925e-07,1
8c34388bd32b,2.0323954e-07,1
f072c21fb5d1,4.2800616e-07,1
ae92f0f84d33,2.5359648e-07,1
1ac06d9aa34b,4.7123984e-07,1
16b0b915c896,3.4679212e-07,1
2ddbc94deee4,5.871724e-07,1
2d7ba435bf4f,7.303858e-07,1
a7f1dc4e5e1a,6.771289e-07,1
3f82d6863cf0,6.9751394e-07,1
4bbb58e43d0b,4.681131e-07,1
3da8e380f7dd,5.919679e-07,1
808263b62c4f,6.5952355e-07,1
b5fad71592a6,3.3385126e-07,1
e26dd112781d,4.271159e-07,1
3ba5cb1e0f35,1.2556866e-07,1
999d0aa160d5,1.0187998e-07,1
08d75ee9c53e,1.6606272e-07,1
e8285b5cfbfd,3.5027628e-07,1
aa69f9d16ec7,5.417494e-07,1
6788910f59ba,5.972009e-07,1
7d9c85347da8,4.1369478e-07,1
714d25a1b7c4,4.31131e-07,1
5e4164c13c48,6.2431684e-07,1
fa83d77c2ef4,5.497737e-07,1
8e874adad8b7,6.0014906e-07,1
4ebadc90eae7,5.8137255e-07,1
86cb041941d9,5.0370903e-07,1
f34544293e18,4.040349e-07,1
a5ba1142b2c4,5.793847e-07,1
bd6cdb8e60f1,5.938869e-07,1
5132b4b7bb0b,5.420365e-07,1
320fcf4b7c93,7.148536e-07,1
5e2bf928fda6,6.077856e-07,1
ffd655cbb3e2,4.0551328e-07,1
88bfb16958e1,5.087193e-07,1
6c02aef6754c,8.547065e-08,1
20c23958a69e,2.0908973e-07,1
6a977b940705,2.297464e-07,1
0d12daf9956f,3.5425398e-07,1
dc1132a20940,3.0238874e-07,1
db57ea3ad4e4,3.838135e-07,1
3451aacc4b77,3.8926785e-07,1
ef49033c8700,3.430956e-07,1
33a1c668d5b5,4.0756422e-07,1
1756f023ed85,3.6006878e-07,1
c6af92a12b53,5.1474433e-07,1
cb32a3b1780c,7.1768994e-07,1
5a9af8673a91,6.2068614e-07,1
7819f2751910,6.8657334e-07,1
8be4330863fa,5.5535776e-07,1
25f4908d2c3b,1.8901216e-07,1
ff00472b4658,3.069457e-07,1
97464c854125,2.1822842e-07,1
a5a9f26d56c8,3.4909507e-07,1
4f1eb14eb497,2.7465146e-07,1
60816f44718b,3.653815e-07,1
f04eeb5b3105,5.2671925e-07,1
7cd723952885,3.4641178e-07,1
becf0f262e95,5.3902863e-07,1
b8bf9999fdf5,1.5175647e-07,1
b817765c611e,3.5714007e-07,1
72f16336c33c,3.9759936e-07,1
612cdaf8402f,3.6196278e-07,1
c2d6f062e7ea,3.0447265e-07,1
57fddbf8f0e7,3.5464984e-07,1
5f1ba4ace081,4.1938023e-07,1
3ffcd91fffc4,3.8949574e-07,1
3c2df0b4142a,5.463068e-07,1
4354dc2f9776,5.013138e-07,1
cd610744d6cb,3.1782173e-07,1
10ab62bc4f74,2.0701526e-07,1
2c4fe682817e,3.7545908e-07,1
cce6dc668e32,4.5542652e-07,1
f95ba3bb1f5b,4.970241e-07,1
3b289b181142,8.0587967e-07,1
ca69f49531d0,6.606943e-07,1
26175e160cff,9.2190106e-07,1
f319213575bf,2.5772383e-07,1
6bd52a025de9,2.16747e-07,1
64bb2bbdd851,4.468013e-07,1
a30c583fdb8d,3.968154e-07,1
bcc1b4be830c,4.861665e-07,1
a78baf3b3558,6.454143e-07,1
20e26e56220f,4.7420994e-07,1
b58c8bd15c96,7.240894e-07,1
0be382f536cc,1.0333596e-06,1
bafce23c5393,9.1882407e-07,1
643dde5bc81f,8.5914564e-07,1
a9fefd98471f,6.0624365e-07,1
f2ca48305bb8,4.4417786e-07,1
8e76d3781643,3.501397e-07,1
ec671cecd05c,2.1926468e-07,1
d78a65f41736,4.8385544e-07,1
c93efcad34f6,7.5063076e-07,1
d40479120ed4,7.0766936e-07,1
1a570f9d8ec1,5.5885914e-07,1
ee5c19e45152,4.1172856e-07,1
cd00a7c1a643,2.609148e-07,1
11e8a7e01914,4.1334175e-07,1
a2f7d3827d89,3.4022233e-07,1
fb067d4f6c5f,3.817566e-07,1
47e17b08f027,2.7135832e-07,1
f6ca520fa8a6,2.3077148e-07,1
30a3fa41bace,1.6712553e-07,1
2504282be3d0,1.3105108e-07,1
a0de16768cb6,1.7420228e-07,1
754e6542efb9,1.2041116e-07,1
fdd7fcf2512a,1.491552e-07,1
71db44574d6d,2.54748e-07,1
c1913151ac11,3.2641645e-07,1
7b25b404c14f,4.9802844e-07,1
60e86402da6b,5.3080254e-07,1
319d1b798f6e,5.402669e-07,1
8baef3eb11b4,5.0964525e-07,1
91c941891697,4.0029028e-07,1
6e14b944b657,3.8689132e-07,1
dc6bd5f5e3bc,4.474352e-07,1
e08ba20e0f83,5.9047045e-07,1
f8fb07e6db26,5.8990764e-07,1
7526b7c54194,8.42314e-07,1
04857bede547,5.4022496e-07,1
3100925d8eab,4.6516928e-07,1
34607a485ec1,3.1698798e-07,1
62a392f72db8,2.6628828e-07,1
a4208b036eca,2.7233793e-07,1
ab104d9ad86d,4.5682123e-07,1
55ad4bb7d3db,3.7530872e-06,1
4ae8fb04c570,3.855399e-06,1
d45e37fc855e,4.1735075e-06,1
fe306fe81843,4.532102e-06,1
6fe65ee7b301,5.491359e-06,1
626e12de1633,9.0163826e-07,1
d7d09852bb6f,1.0859413e-06,1
36cc2d56b6d7,8.435732e-07,1
e7275201e530,4.263648e-07,1
edb6ad7be5f5,3.2304413e-07,1
7099ff6a47ac,1.793866e-07,1
ce67e8595efa,4.1434024e-07,1
7ffb74650a02,3.572264e-07,1
13601f2a209b,5.2346707e-07,1
c301798593eb,5.8121145e-07,1
e7fb2b4666bc,3.176389e-07,1
6a3e48d1267a,3.0873252e-07,1
9eb7a3f93f38,4.6766894e-07,1
0bed54fad046,5.8681564e-07,1
5ca820c5a55c,5.7671576e-07,1
b8f02cdfdd87,5.4892865e-07,1
cd80255fcc5a,4.6432248e-07,1
0ce696bb03ec,3.6138903e-07,1
7cf6895eb7c1,3.9146917e-07,1
540da8263a22,5.147574e-07,1
38fe8930e4c6,7.6704623e-07,1
f85a0922f452,6.875904e-07,1
fe9c28ad9d02,7.009753e-07,1
fc23c0150d8f,7.0488016e-07,1
13783d21a69d,7.7471583e-07,1
9adeae5f9613,5.111125e-07,1
498bf56c7ab9,3.7747682e-07,1
0ad9703e6eee,3.060172e-07,1
a93c1cd0e159,9.807254e-08,1
b1f95141bcd7,4.5545207e-07,1
14b702af2d28,4.1837527e-07,1
8559f602584b,2.9045154e-07,1
315803562693,4.1928686e-07,1
9cd499c86450,3.815218e-07,1
4e2cd41b28bd,3.4798651e-07,1
c2ff47d73c88,1.9127941e-07,1
c67887091ea6,3.263312e-07,1
db4b3e78cbf1,2.2165925e-07,1
c1461ae3adf2,2.6924255e-07,1
01f93ec3fcbc,2.9906607e-07,1
4805d63d388e,4.0662238e-07,1
c214adb4d437,4.320369e-07,1
01541b28835f,3.2858046e-07,1
a46565d26756,4.736322e-07,1
aa792d33fbd5,5.636517e-07,1
9b69ee87c30f,5.062376e-07,1
1f213a507e61,8.745438e-07,1
9101bf95e93f,6.183553e-07,1
aebbabc12359,3.9670363e-07,1
ddc7bedf9580,5.4713473e-07,1
b8ee5f100bcf,5.884538e-07,1
e2bf17ded9a5,6.2524947e-07,1
44273a5dcbf1,5.911369e-07,1
3c52c411f51f,5.056233e-07,1
68dc89a72378,4.3536127e-07,1
af8757b31b70,7.756105e-07,1
7abc9e7d4013,5.3458507e-07,1
e178cc0f78fc,5.83598e-07,1
a40de1330339,3.7606998e-07,1
083097311cc8,1.2032477e-07,1
58bdca6cb3ec,1.3551941e-07,1
ec6467491398,2.3056045e-07,1
05586564a9b6,1.9783573e-07,1
cdad51c1604d,1.979108e-07,1
4990d5f48964,2.5229244e-07,1
a242cf79fdbd,2.457884e-07,1
e06539beab23,2.7107245e-07,1
3a9d2b885a1f,2.7164992e-07,1
baf789a858a4,2.6556353e-07,1
1d89dd75d9ea,4.7620335e-07,1
d8bba1643056,6.2234534e-07,1
c31130c82f41,1.0058603e-06,1
929be2147353,8.4535174e-07,1
18ae2164d6f4,9.937944e-07,1
b167fbc1c25e,9.056195e-07,1
282d64accb40,5.667325e-07,1
0205bb7c8884,4.5679008e-07,1
7178e2591a65,7.768299e-07,1
3a377adaf097,5.1855665e-07,1
28c166e612d6,5.9741996e-07,1
834af48f9863,6.0058454e-07,1
f4d1de500138,5.36953e-07,1
c63db9950730,5.3797874e-07,1
c0e9783720d6,5.2429215e-07,1
97279ea978b6,4.2833773e-07,1
a87831d1ece7,2.4343944e-07,1
0ccc33f69258,3.090505e-07,1
5585a5056798,2.8180588e-07,1
60ad07cea3fc,3.0478593e-06,1
c8726c4edc41,1.2483257e-06,1
07b351c05a31,1.2183381e-06,1
5fd2040b78d7,5.1057305e-07,1
7f7b85be6c2a,6.0105714e-07,1
8b3158476c8d,5.7009856e-07,1
b22ecf8481d9,3.4650947e-07,1
5bddd814c475,5.2069703e-07,1
038caf5d12db,2.169464e-07,1
534e0a3294df,2.7379997e-07,1
d183ea40c406,2.4826528e-07,1
3e157495d13a,1.5308665e-07,1
fd6d5115187c,1.7422062e-07,1
a540529a8409,1.7123075e-07,1
23b603a70466,2.8165064e-07,1
baba2021b6f9,3.2609486e-07,1
c93e9d9c1df7,6.110148e-07,1
796972ebf556,4.26863e-07,1
ac1489da1566,5.2783304e-07,1
d42f2cd51512,3.8329298e-07,1
2a05a601a0e1,3.0157153e-07,1
44b5f0cbe454,5.658885e-07,1
7cbbbf1f67fa,6.709775e-07,1
d153eef73223,8.648006e-07,1
a01f9d81d308,8.720258e-07,1
fb0a703a5388,4.7373734e-07,1
329ed20c3f6d,3.765835e-07,1
d9a441251536,1.4490762e-07,1
1b003ca366fd,1.8662801e-07,1
a023c878c7f0,3.1625268e-07,1
3c827388a126,4.8815525e-07,1
38f41dfefda6,2.638319e-07,1
baf9e7b0dcad,4.2615468e-07,1
672c6a00daa2,6.2074525e-07,1
62730d9c4bc2,4.5542902e-07,1
dc0fab3e9f44,3.7249492e-07,1
272e7ce2f45e,1.5792651e-07,1
f62302d9a06d,8.350462e-08,1
4a3ec95cc418,8.5801574e-08,1
da52dc6c64b2,2.0475566e-07,1
cab4f3bde09c,2.1751785e-07,1
71b4dc46735a,1.6728116e-07,1
2a4edc66e223,6.460261e-07,1
a94ac1c5886d,5.733466e-07,1
8974e36d001c,6.966845e-07,1
53f914787a84,7.145598e-07,1
e5fa70aaefe5,8.26176e-07,1
78bfcb717ecb,5.219402e-07,1
461a44307ed0,6.9211126e-07,1
ef661f44b2b1,7.484634e-07,1
4b1334f590c4,3.8934144e-07,1
8f64b37d5602,2.3653405e-07,1
59e44c523a7d,2.7319567e-07,1
73665f3681bd,1.09435945e-07,1
109bfca18c0a,1.802745e-07,1
cb384fe89abb,3.9582886e-07,1
f9c017583490,2.4477197e-07,1
11bef18b80c3,4.0273346e-07,1
214a2ddbc315,1.2903267e-07,1
50942672124c,3.5134568e-07,1
bc43f26604cf,5.064054e-07,1
2a7a0a52bf67,6.421779e-07,1
88fb9d2d9cd3,8.244117e-07,1
1b20992685b0,8.834828e-07,1
c2684d7ad5b6,6.101985e-07,1
941189948052,4.4417797e-07,1
1a39fcba0413,5.3436327e-07,1
e5ac30ce69de,1.1142486e-06,1
3afb21e97a2b,1.1008218e-06,1
32470861ad84,1.4742269e-06,1
aac716096ae9,1.405873e-06,1
5c4d83ce4f63,1.2964135e-06,1
6c485c9fbb9b,8.079802e-07,1
60d32d26a4b4,3.8863394e-07,1
75dede9aa0f8,2.86023e-07,1
b5c0a5a0de0b,3.281009e-07,1
fa626340c839,1.3643479e-07,1
0e88812669b5,2.560136e-07,1
458a44aafefc,2.285564e-07,1
15f01f790244,3.432919e-07,1
f1e29d3fa4a8,5.221022e-07,1
4f4c79a0fe46,2.4504732e-07,1
382d197986cb,2.295817e-07,1
fd2ee38ae1a3,2.2106052e-07,1
1c85f6b770a2,2.2639594e-07,1
e1d58ddaf63b,2.3366519e-07,1
cc4bf524ef9a,5.225891e-07,1
1ff3e3538fc9,1.4179629e-07,1
6e86dde227b0,1.8724148e-07,1
69d9bdb9a379,1.8464655e-07,1
674acfb757a0,2.152427e-07,1
ad791971e639,2.2476915e-07,1
d012a0b5184b,2.7990075e-07,1
1d0a2351d45d,2.391209e-07,1
9e3f5f835f3d,3.6643198e-07,1
ab3dd40daafc,1.4356517e-07,1
ab92324d965f,1.3172105e-07,1
7ab7a5aea87f,2.0742034e-07,1
ae43ccb2afbd,2.399725e-07,1
5063d9688e58,3.579617e-07,1
bd4a3fa9ddd3,1.2717967e-06,1
76bed96209c0,1.3196469e-06,1
53e016b6679f,1.2030196e-06,1
8c518825e2ba,1.1692082e-06,1
77f6d388d0e0,8.7288754e-07,1
5bda2a3809d9,7.592579e-07,1
979ae14d398b,9.0074974e-07,1
6c8e600a8f15,8.171336e-07,1
7f2dd8120cb2,6.915702e-07,1
97103bf5888a,4.2543962e-07,1
13ffe48b4b2c,2.978878e-07,1
1aecdcf51ccc,2.2532599e-07,1
352bc1496252,1.4757974e-07,1
166222dc2bdd,7.734632e-08,1
be70fd80a86c,1.2207603e-07,1
7b1065e3542f,2.4352912e-07,1
2a6fd75fc2f2,5.0377616e-07,1
e22401bdb1e3,4.7831867e-07,1
eb2720ef3e97,3.1075544e-07,1
2142bed75d65,2.4729394e-07,1
882382dd53f7,3.2002893e-07,1
dde29502fbd7,1.64084e-07,1
03ff5b465727,2.5208564e-07,1
9118f3d17f3b,4.831216e-07,1
472ada2cc129,3.644331e-07,1
435e58eb8bdd,3.1376337e-07,1
9306d90fbff9,7.2341726e-07,1
634be509a288,2.659615e-07,1
1f802e0e9ef7,4.2539915e-07,1
954e7911f60a,2.8126192e-07,1
5e39c34388e5,1.7654811e-07,1
b8a0a3fdcd02,3.12165e-07,1
bc9b67ff5ec1,4.4130564e-07,1
69d097772811,4.903951e-07,1
ccdbff62ff6b,4.1098286e-07,1
84cb2e9b3145,2.2267108e-07,1
3eefbe5a87a0,4.6530528e-07,1
e8f11b2163c4,3.7184313e-07,1
e17bbb0b9a2c,4.901492e-07,1
596494b15695,4.3800483e-07,1
a9e7895594e7,2.4631095e-07,1
e85c1c2846f4,9.582031e-07,1
2446405b9839,5.737597e-07,1
f4304996e104,1.030258e-06,1
38ee0b1ee6f6,1.4990534e-06,1
d5a2bd2cc789,1.3383822e-06,1
e68434c96707,1.0961093e-06,1
225e89871a9a,5.5814434e-07,1
c7bf865f31cb,5.972168e-07,1
b95668a66fac,3.5592868e-07,1
d180e3bd5b6f,3.2138107e-07,1
af7a421fb35f,4.003248e-07,1
d177de80253c,4.3180802e-07,1
4e9db292c9e1,4.156711e-07,1
0520dab00a86,2.3796272e-07,1
3a4b18f7c44e,1.81454e-07,1
19c185782499,1.334096e-08,1
b36299994efa,1.3888447e-07,1
a5a53bd098a7,1.702154e-07,1
ed0c28c28c3d,1.17464396e-07,1
d4db4d171123,1.650925e-07,1
8cfbea4ea657,1.7038084e-07,1
b631da553dc1,2.7969784e-07,1
7035667c5921,2.0898794e-07,1
575c64fee157,3.2541715e-07,1
53ca4e19d734,4.2334898e-07,1
a5dd500aca51,3.5462298e-07,1
cb7dd7c40375,3.2122588e-07,1
161c141ccebc,3.144096e-07,1
87689aaa37b8,3.4011217e-07,1
668960edb7f8,2.412121e-07,1
f4d15ff38967,3.5919166e-07,1
50fc1121f160,4.0222187e-07,1
bb0d6d80693a,6.792301e-07,1
fdf1e23ba0a4,3.4043197e-07,1
37a71792290e,3.9082502e-07,1
d15b25266e59,2.5541635e-07,1
7e752f782828,1.8890923e-07,1
40c70703a43d,1.8347059e-07,1
06c4d8576f8e,2.6879283e-07,1
ba4d6632b1f3,1.0263469e-07,1
dd444b6bc8e3,9.310052e-08,1
e949ca71faf3,2.837059e-07,1
c4cd9d748fe3,3.3885675e-07,1
b046323a057e,3.0218735e-07,1
e2e8d90e1915,2.7119273e-07,1
99e428e4387d,1.767183e-07,1
6e9c67e6fdb1,4.968535e-07,1
87c7ddc2cc45,2.3076132e-07,1
f8ee58d3e545,4.2488304e-07,1
0c28e42fd232,5.108702e-07,1
fa36cec8d240,4.061919e-07,1
940dd4ea2833,4.287125e-07,1
538b60ca08eb,4.006194e-07,1
ded67cbd0177,6.189769e-07,1
23a5638ba1a7,4.9403604e-07,1
c30efacf55f2,4.4343884e-07,1
ea7b257df2bc,3.1390294e-07,1
156ddae24341,2.8790154e-07,1
d5b686a569a1,2.1432461e-07,1
205d3b2e1bfe,6.541493e-08,1
e6d9792ca9a8,2.1285815e-07,1
a213c30ecb88,1.497413e-07,1
7268ccd8fed2,2.505304e-07,1
fe0b251aa50a,2.2932903e-07,1
2790038acdec,3.6101082e-07,1
2e9d25719698,4.017996e-07,1
c59b9bd20306,3.5883102e-07,1
0873f548c857,3.2286934e-07,1
587edadaf789,3.3233067e-07,1
6650d7518d43,3.8637774e-07,1
1382633c94db,4.650429e-07,1
7c55c85d3d8e,5.135887e-07,1
15f85ce1ee3b,5.2342773e-07,1
a3b6b67b16b8,8.022804e-07,1
6317ade34288,5.337159e-07,1
697b488518d5,2.21179e-07,1
d99283ca26d4,1.4391735e-07,1
650a4d2094a6,2.744312e-07,1
c38064f67210,3.0036924e-07,1
7e7a6aeb03f0,4.2860057e-07,1
b333697aab06,3.4091536e-07,1
b992fa18bfdc,1.0626901e-07,1
1014b6511f50,1.6861138e-07,1
1731ff231d4b,1.9215382e-07,1
46417efd848b,1.543282e-07,1
36914aaad289,2.8673242e-07,1
1b32582798d1,1.5821597e-07,1
6611ba80c7c2,1.3517631e-07,1
e57659a4c8ec,9.4973544e-08,1
70fa04f4b64f,1.09621276e-07,1
a4f563bcdd98,1.377847e-07,1
f96dc1682bc4,1.4741855e-07,1
3dc8131139ca,2.3504035e-07,1
bddef0056e60,3.7073e-07,1
97454e75ae29,7.42379e-07,1
1208d1c6a766,6.993611e-07,1
5e3df86fc18e,7.0271017e-07,1
320ec6fa1486,5.2293177e-07,1
8f1025b95711,3.7493467e-07,1
2a1b74b6fa8a,2.3114436e-07,1
841c1b5dba9e,1.2926495e-07,1
4991b217e99e,2.2722759e-07,1
cd1dddd142ea,5.149587e-07,1
070f236c1f0b,4.357168e-07,1
74ef7226c470,7.889649e-07,1
81a739474f1f,7.4139393e-07,1
7602faf8d715,5.727724e-07,1
e496eafd3847,5.136548e-07,1
58cb69ffd3fb,4.5384442e-07,1
fe1101374ece,3.2852623e-07,1
a0f9b110376f,3.8329475e-07,1
16b2502490e9,4.283554e-07,1
a458a8683d60,3.0135794e-07,1
59a4cbf35913,5.000224e-07,1
042b701eb0f9,6.666952e-07,1
850495c8a35e,5.5428706e-07,1
633131236673,5.8118707e-07,1
cf1113fc4a4d,7.614523e-07,1
7c135ab27fa5,5.545597e-07,1
b31f6add7365,5.861688e-07,1
cb82485d4a68,5.0522885e-07,1
b552aebdbffa,3.565558e-07,1
22076ff40f77,2.5314714e-07,1
b2e9973d2ac5,1.5424135e-07,1
426909a31893,1.1149993e-06,1
58180ab458c7,1.4708517e-06,1
8451dd77f688,1.3022243e-06,1
76d1da7f5af8,1.6224075e-06,1
2d883eac6c63,1.7232621e-06,1
89a4cfdab09d,7.654862e-07,1
05b6b1227284,6.043619e-07,1
1ce4b0761665,3.282971e-07,1
59df7d3ee75c,2.1378327e-07,1
01f705c9c0a2,4.2726376e-07,1
6f133c099717,2.2296177e-07,1
11af0f319c06,1.386667e-07,1
0e373b647528,5.4808544e-07,1
b0215ce3a92c,3.9662805e-07,1
c674da4e7bd8,4.007897e-07,1
a1794be8006e,4.142789e-07,1
3278a4e850ca,2.6147498e-07,1
5239150b5af8,2.0670227e-07,1
4b7f98f23e60,1.910306e-07,1
b2f63ad4d517,3.0702247e-07,1
8a5065b53f81,4.4769544e-07,1
e09e872aa75e,3.3319668e-07,1
7d638c400088,3.061453e-07,1
afe2ec6692d7,3.2843067e-07,1
bdd7a47b6a53,1.9024122e-07,1
459a7cfdb684,1.8396534e-07,1
34588a02aa52,3.1884426e-07,1
26714c4fba91,2.3676753e-07,1
09f17c0df4ae,2.4071463e-07,1
2d6a5e006a3a,3.1179965e-07,1
3dad6635a214,1.3569824e-07,1
af67a17b075d,1.1464155e-07,1
b19903ec1e7a,2.4291887e-07,1
631ba7ca33e4,3.043762e-07,1
312f80d0cef2,4.7224736e-07,1
17fb8351ef8a,4.1463528e-07,1
639d4ad317c9,3.8090943e-07,1
1572830b94be,7.013557e-07,1
8059219774df,5.3946604e-07,1
96eece59711e,5.9673863e-07,1
261c3f2aa450,3.7357194e-07,1
4aeb759bbfa8,3.9943498e-07,1
3cdb496361f5,5.2516333e-07,1
461809331d1b,4.370069e-07,1
b97fd980651a,4.2518818e-07,1
961549832134,4.846068e-07,1
055eb76776f4,4.586335e-07,1
3630338f00b0,9.089508e-07,1
3feb9b7d5572,1.1808988e-06,1
5159d70758cf,1.306679e-06,1
f2fc6c9149e7,7.984591e-07,1
faee5a30c5e5,8.9079936e-07,1
6168fc4bc45d,4.6591518e-07,1
bc640ae1bde4,3.523041e-07,1
f5f4c49f9bde,2.576369e-07,1
e7815f453d57,1.3915505e-07,1
fc0cb1ce1bb7,2.0671501e-07,1
439107228cfa,2.5549477e-07,1
3a427ea6b33a,2.9901364e-07,1
029e09b5ffe8,2.3910206e-07,1
2f5f1427ac25,1.5427338e-07,1
660784536177,1.5342239e-07,1
6d7281453f61,8.302939e-08,1
1498609e9536,7.7522905e-08,1
813770c1784d,1.547806e-07,1
f2ab71dbf68a,2.3112004e-07,1
2dc00a769804,2.3693173e-07,1
06e64550afb4,3.6109031e-07,1
32f4c5d45f1e,3.6405623e-07,1
ab86410eca1f,2.2286447e-07,1
9d02607dd6f1,4.0354186e-07,1
e16c26f40c09,2.54637e-07,1
2e70d62f6968,4.4883063e-07,1
30d69e440e07,5.381592e-07,1
0327db8281bb,6.1757925e-07,1
e10bf0603eee,5.265242e-07,1
6c0dcbfd368e,2.5962697e-07,1
4a0a67c374db,1.2719889e-07,1
3c8339ea3d18,1.8742806e-07,1
ba6040839b6c,2.977431e-07,1
